tableID,datasetID,publisher,desc
0d89b55c-0fdc-4fdf-a207-2726ab15f316,994a3c65-e402-46ea-80b7-067bcbec30a5,California Department of Public Health,"__Note__: Blueprint has been retired as of June 15, 2021. This dataset will be kept up for historical purposes, but will no longer be updated.

California has a new blueprint for reducing COVID-19 in the state with revised criteria for loosening and tightening restrictions on activities. Every county in California is assigned to a tier based on its test positivity and adjusted case rate for tier assignment. Additionally, a new health equity metric took effect on October 6, 2020. In order to advance to the next less restrictive tier, each county will need to meet an equity metric or demonstrate targeted investments to eliminate disparities in levels of COVID-19 transmission, depending on its size. The California Health Equity Metric is designed to help guide counties in their continuing efforts to reduce COVID-19 cases in all communities and requires more intensive efforts to prevent and mitigate the spread of COVID-19 among Californians who have been disproportionately impacted by this pandemic.

Please see https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/COVID19CountyMonitoringOverview.aspx for more information.

Also, in lieu of a Data Dictionary, please refer to the detailed explanation of the data columns in Appendix 1 of the above webpage.

Because this data is in machine-readable format, the merged headers at the top of the source spreadsheet have not been included:

- The first 8 columns are under the header ""County Status as of Tier Assignment""

-  The next 3 columns are under the header ""Current Data Week Tier and Metric Tiers for Data Week""

-  The next 4 columns are under the header ""Case Rate Adjustment Factors""

-  The next column is under the header ""Small County Considerations""

-  The last 5 columns are under the header ""Health Equity Framework Parameters"""
2f222cda-475b-47c3-9fd8-e26a25d80ddb,3f87a2d6-c75c-4ba1-b455-87078ffc7752,MCC,Data used to assess country performance for MCC's selection process in FY 2012
f61e6fc5-100c-4d66-8ce7-b2bb0e9d8394,5a05255a-fa43-45e1-bbea-324cb82c7a7f,City of Tempe,"<p style='margin-top:0px; margin-bottom:10px; color:rgb(68, 72, 73); font-family:Arial, Helvetica, Arial, Verdana, sans-serif; font-size:14px;'>The Tempe Fire Medical Rescue Department (TFMR) is an “all hazards” department that responds to all types of calls for service. Advanced Life Support (ALS) is an advanced set of life supporting procedures that go further than Basic Life Support (BLS) to assist the ill or injured with breathing, blood circulation, and other vital functions in emergencies. The response time for providing Advanced Life Support for a life-threatening event is related to patient outcomes (chance of full recovery).</p><p style='margin-top:0px; margin-bottom:10px; color:rgb(68, 72, 73); font-family:Arial, Helvetica, Arial, Verdana, sans-serif; font-size:14px;'>This data is based on calls received by the Phoenix 911 system and given an Advanced Life Support (ALS) response code, indicating the nature of the call.</p><ul><li>Alarm Processing Time (also known as Dispatch Time to Notification Time) is calculated from the time Phoenix 911 answers the call to the time Phoenix 911 notifies a Fire Department Unit.</li><li>Turnout Time (also known as Acknowledgment Time to Roll Time) is calculated from the time a Fire Department Unit is notified of the call to the time the unit rolls out of the station or begins proceeding to the incident.</li><li>Travel Time (also known as Roll Time to Arrival Time) is calculated from the time a Fire department Unit starts proceeding to an incident to the time it arrives at the incident.</li></ul><p><span style='color:rgb(68, 72, 73); font-family:Arial, Helvetica, Arial, Verdana, sans-serif; font-size:14px;'>The performance measure dashboard is available at </span><a href='https://safe-and-secure-communities-tempegov.hub.arcgis.com/pages/fire-response-time' rel='nofollow ugc' target='_blank'>1.01 Fire Response Time</a><span style='color:rgb(68, 72, 73); font-family:Arial, Helvetica, Arial, Verdana, sans-serif; font-size:14px;'>.</span><font color='#444849'><span style='font-size:14px;'><br /></span></font></p><p><br /></p><p></p><p style='margin:0px; padding:0px; clear:both; color:rgb(0, 0, 0); font-family:&quot;Segoe UI&quot;, &quot;Segoe UI Web&quot;, Arial, Verdana, sans-serif; font-size:12px;'></p><p style='margin-top:0px; margin-bottom:0px; padding:0px; color:windowtext;'><span style='margin:0px; padding:0px; font-variant-ligatures:none !important; color:rgb(68, 72, 73); font-weight:bold; font-size:10pt; font-family:Roboto, Roboto_MSFontService, sans-serif; font-kerning:none;'><span style='margin:0px; padding:0px; background-color:inherit;'>Additional Information</span></span><span style='margin:0px; padding:0px; font-size:10pt; font-family:Roboto, Roboto_MSFontService, sans-serif;'> </span></p><p></p><p style='margin:0px; padding:0px; clear:both; color:rgb(0, 0, 0); font-family:&quot;Segoe UI&quot;, &quot;Segoe UI Web&quot;, Arial, Verdana, sans-serif; font-size:12px;'></p><p style='margin-top:0px; margin-bottom:0px; padding:0px; color:windowtext;'><span style='margin:0px; padding:0px; font-variant-ligatures:none !important; color:rgb(68, 72, 73); font-size:10pt; font-family:Roboto, Roboto_MSFontService, sans-serif; font-kerning:none;'><span style='margin:0px; padding:0px; background-color:inherit;'></span></span><span style='margin:0px; padding:0px; font-size:10pt; font-family:Roboto, Roboto_MSFontService, sans-serif;'> </span></p><p></p><p style='margin:0px; padding:0px; clear:both; color:rgb(0, 0, 0); font-family:&quot;Segoe UI&quot;, &quot;Segoe UI Web&quot;, Arial, Verdana, sans-serif; font-size:12px;'></p><p style='margin-top:0px; margin-bottom:0px; padding:0px; color:windowtext;'><span style='margin:0px; padding:0px; font-variant-ligatures:none !important; font-size:10pt; font-family:Roboto, Roboto_MSFontService, sans-serif; font-kerning:none;'><span style='margin:0px; padding:0px; background-color:inherit;'>Source:</span></span><span style='margin:0px; padding:0px; font-size:10pt; font-family:Roboto, Roboto_MSFontService, sans-serif;'> Tempe Fire Medical Rescue Department/Phoenix Fire Department Dispatch</span></p><p></p><p style='margin:0px; padding:0px; clear:both; color:rgb(0, 0, 0); font-family:&quot;Segoe UI&quot;, &quot;Segoe UI Web&quot;, Arial, Verdana, sans-serif; font-size:12px;'></p><p style='margin-top:0px; margin-bottom:0px; padding:0px; color:windowtext;'><span style='margin:0px; padding:0px; font-variant-ligatures:none !important; font-size:10pt; font-family:Roboto, Roboto_MSFontService, sans-serif; font-kerning:none;'><span style='margin:0px; padding:0px; background-color:inherit;'>Contact: </span></span><span style='margin:0px; padding:0px; font-size:10pt; font-family:Roboto, Roboto_MSFontService, sans-serif;'><span style='margin:0px; padding:0px;'> Jim Schmit</span><br /></span><span style='margin:0px; padding:0px; font-variant-ligatures:none !important; font-size:10pt; font-family:Roboto, Roboto_MSFontService, sans-serif; font-kerning:none;'><span style='margin:0px; padding:0px; background-color:inherit;'>Contact E-Mail: </span></span><span style='margin:0px; padding:0px; font-size:10pt; font-family:Roboto, Roboto_MSFontService, sans-serif;'><span style='margin:0px; padding:0px;'> </span><br /></span><span style='margin:0px; padding:0px; font-variant-ligatures:none !important; font-size:10pt; font-family:Roboto, Roboto_MSFontService, sans-serif; font-kerning:none;'><span style='margin:0px; padding:0px; background-color:inherit;'>Data Source Type: </span></span><span style='margin:0px; padding:0px; font-size:10pt; font-family:Roboto, Roboto_MSFontService, sans-serif;'><span style='margin:0px; padding:0px;'> Tabular</span><br /></span><span style='margin:0px; padding:0px; font-variant-ligatures:none !important; font-size:10pt; font-family:Roboto, Roboto_MSFontService, sans-serif; font-kerning:none;'><span style='margin:0px; padding:0px; background-color:inherit;'>Preparation Method: </span></span><span style='margin:0px; padding:0px; font-size:10pt; font-family:Roboto, Roboto_MSFontService, sans-serif;'><span style='margin:0px; padding:0px;'> </span><br /></span><span style='margin:0px; padding:0px; font-variant-ligatures:none !important; font-size:10pt; font-family:Roboto, Roboto_MSFontService, sans-serif; font-kerning:none;'><span style='margin:0px; padding:0px; background-color:inherit;'>Publish Frequency: </span></span><span style='margin:0px; padding:0px; font-size:10pt; font-family:Roboto, Roboto_MSFontService, sans-serif;'><span style='margin:0px; padding:0px;'> Monthly</span><br /></span><span style='margin:0px; padding:0px; font-variant-ligatures:none !important; font-size:10pt; font-family:Roboto, Roboto_MSFontService, sans-serif; font-kerning:none;'><span style='margin:0px; padding:0px; background-color:inherit;'>Publish Method: </span></span><span style='margin:0px; padding:0px; font-size:10pt; font-family:Roboto, Roboto_MSFontService, sans-serif;'> Manual</span></p><p></p><p style='margin:0px; padding:0px; clear:both; color:rgb(0, 0, 0); font-family:&quot;Segoe UI&quot;, &quot;Segoe UI Web&quot;, Arial, Verdana, sans-serif; font-size:12px;'></p><p style='margin-top:0px; margin-bottom:0px; padding:0px; color:windowtext;'><a href='https://gis.tempe.gov/design/data-dictionary/1.01%20Fire%20Response%20Time%20(summary)/' rel='nofollow ugc' target='_blank'>Data Dictionary </a><br /></p>"
b2fd2267-a4ec-46aa-bbf0-a41e524a794a,ccb4c03c-1767-41ba-ac9b-c50c0c15d481,Data Driven Detroit,"These Socioeconomic Indicators are from the American Community Survey, 2014 5-year estimates. They are at Zip Code level for Oakland, Macomb and Wayne Counties. "
341dea58-6b4a-49bf-ac35-7b9f06378b6b,5cbd0be4-4f21-41d6-99c9-c1807329305e,data.cdc.gov,"NNDSS - TABLE 1GG. Smallpox to Streptococcal toxic shock syndrome – 2020.  In this Table, provisional cases* of notifiable diseases are displayed for United States, U.S. territories, and Non-U.S. residents.

Note: 
This table contains provisional cases of national notifiable diseases from the National Notifiable Diseases Surveillance System (NNDSS). NNDSS data from the 50 states, New York City, the District of Columbia and the U.S. territories are collated and published weekly on the NNDSS Data and Statistics web page (https://wwwn.cdc.gov/nndss/data-and-statistics.html). Cases reported by state health departments to CDC for weekly publication are provisional because of the time needed to complete case follow-up. Therefore, numbers presented in later weeks may reflect changes made to these counts as additional information becomes available. The national surveillance case definitions used to define a case are available on the NNDSS web site at https://wwwn.cdc.gov/nndss/. Information about the weekly provisional data and guides to interpreting data are available at: https://wwwn.cdc.gov/nndss/infectious-tables.html. 

Footnotes:
U: Unavailable — The reporting jurisdiction was unable to send the data to CDC or CDC was unable to process the data.
-: No reported cases — The reporting jurisdiction did not submit any cases to CDC.
N: Not reportable — The disease or condition was not reportable by law, statute, or regulation in the reporting jurisdiction.
NN: Not nationally notifiable — This condition was not designated as being nationally notifiable.
NP: Nationally notifiable but not published.
NC: Not calculated — There is insufficient data available to support the calculation of this statistic.
Cum: Cumulative year-to-date counts.
Max: Maximum — Maximum case count during the previous 52 weeks.
* Case counts for reporting years 2019 and 2020 are provisional and subject to change. Cases are assigned to the reporting jurisdiction submitting the case to NNDSS, if the case's country of usual residence is the U.S., a U.S. territory, unknown, or null (i.e. country not reported); otherwise, the case is assigned to the 'Non-U.S. Residents' category. Country of usual residence is currently not reported by all jurisdictions or for all conditions. For further information on interpretation of these data, see https://wwwn.cdc.gov/nndss/document/Users_guide_WONDER_tables_cleared_final.pdf.
†Previous 52 week maximum and cumulative YTD are determined from periods of time when the condition was reportable in the jurisdiction (i.e., may be less than 52 weeks of data or incomplete YTD data)."
5b6ed960-1c3d-4497-9def-fa3860818f0b,c038a7b1-714f-4a01-aeea-78cfb10699ad,data.cityofchicago.org,"This dataset contains the weekly estimated influenza risk level for each ZIP Code in Chicago. Estimates are made during flu season, which goes from MMWR week 40 to week 20 of the following year.

The risk level is based on observed level of Influenza-Like Illness (ILI). ILI Activity Level is determined as follows: ILI percentage for each ZIP Code for the week is compared to the mean ILI percentage during the non-influenza months (summer months). Level 1 corresponds to an ILI percentage below the mean, level 2 to an ILI percentage less than one standard deviation (SD) above the mean, level 3 to an ILI percentage more than one, but less than two SDs above mean, and so on, with level 10 corresponding to an ILI percentage more than eight SDs above the mean.

For more information on ESSENCE, which compiles the estimates, see https://www.dph.illinois.gov/data-statistics/syndromic-surveillance

All data are provisional and subject to change. Information is updated as additional details are received. At any given time, this dataset reflects data currently known to CDPH. Numbers in this dataset may differ from other public sources."
f4d9f575-57ab-4f21-a432-9ad51c8e6964,1f490818-f39b-4d6a-ac2a-67550f44a156,Centers for Disease Control and Prevention,"The National Hospital Care Survey (NHCS), conducted by the National Center for Health Statistics, collects data on patient care in hospital-based settings to describe patterns of health care delivery and utilization in the United States. Eligible hospitals are in the 50 states and the District of Columbia and include noninstitutional and nonfederal hospitals with six or more staffed inpatient beds.  Settings currently include inpatient and emergency departments (ED). The survey collects electronic data (Uniform Bill (UB–04) administrative claims or electronic health records) for all encounters in a calendar year from a nationally representative sample of 608 hospitals. NHCS contributes data that may inform public health emergencies as the survey is designed to capture emerging diseases and viruses that require hospitalizations, including COVID-19 encounters. The 2020 NHCS is not yet fully operational so it is important to note that these data are not nationally representative.

The NHCS results provided on COVID-19 hospital use are from UB–04 administrative claims data from March 18, 2020 through October 27, 2020 from 56 hospitals that submitted inpatient data and 55 hospitals that submitted ED data. The data used in these figures are considered preliminary, and the results may change with subsequent releases. Even though the data are not nationally representative, they can provide insight on the impact of COVID-19 on various types of hospitals throughout the country. The NHCS data from these hospitals can show results by a combination of indicators related to COVID-19, such as length of inpatient stay, in-hospital mortality, comorbidities, and intubation or ventilator use. Additionally, NHCS data allow for reporting on patient conditions and treatments within the hospital over time."
b199b9c0-7b79-454c-94af-dc82be09ac27,dfaacb0f-6c7c-407b-bd62-8f2202f47e69,City of Tempe,"<p>This dataset comes from the Annual Community Survey questions that relate to this performance measure, if they answered &quot;Yes&quot; to being a victim of crime in the past 6 months: “Were the police informed that your household had been burglarized, or did they find out about this incident in any way?” and &quot;Were the police informed that you were robbed, physically assaulted, or sexually assaulted, or did they find out about this incident in any way?&quot; Respondents are asked to provide their answer as “Yes” or “No” (without “don’t know” as an option).</p><p><br />The survey is mailed to a random sample of households in the City of Tempe and has a 95% confidence level.<br /></p><p><br />This page provides data for the Victim Not Reporting Crime to Police performance measure. <br /></p><p><br />The performance measure dashboard is available at <a href='https://safe-and-secure-communities-tempegov.hub.arcgis.com/pages/victim-not-reporting-crime-to-police' rel='nofollow ugc' target='_blank'>1.06 Reporting Crime</a></p><p><b><br />Additional Information </b></p><p>Source: Community Attitude Survey</p><p>Contact:  Wydale Holmes</p><p>Contact E-Mail:  Wydale_Holmes@tempe.gov</p><p>Data Source Type:  CSV</p><p>Preparation Method:  Data received from vendor and entered in CSV</p><p>Publish Frequency:  Annual</p><p>Publish Method:  Manual</p><p><a href='https://gis.tempe.gov/design/data-dictionary/1.06%20Crime%20Reporting%20(summary)/' rel='nofollow ugc' target='_blank'>Data Dictionary</a> </p>"
86780a1f-a49b-4ce1-a368-1d16b5c5d13a,8221acc2-eaae-45e4-8473-dbd4d65b8699,data.ct.gov,Municipal grant/reimbursement amounts for programs administered by the Office of Policy and Management from State General Fund for Fiscal Years 2010 through 2021
02aef84a-ce1b-49f0-9d84-7af9dc5dfaae,013569a5-69f8-4df9-80bd-11739e46a6d6,VT Center for Geographic Information,"(<a href='https://maps.vcgi.vermont.gov/gisdata/metadata/EnvironOther_RESITES.htm' rel='nofollow ugc' target='_blank'>Link to Metadata</a>) The Renewable Energy Atlas of Vermont and this dataset were created to assist town energy committees, the Clean Energy Development Fund and other funders, educators, planners, policy-makers, and businesses in making informed decisions about the planning and implementation of renewable energy in their communities - decisions that ultimately lead to successful projects, greater energy security, a cleaner and healthier environment, and a better quality of life across the state. Energy flows through nature into social systems as life support. Human societies depended on renewable, solar powered energy for fuel, shelter, tools, and other items for most of our history. Today, when we flip on a light switch, turn an ignition or a water faucet, or eat a hamburger, we engage complex energy extraction systems that largely rely on non-renewable energy to power our lives. About 90% of Vermont's total energy consumption is currently generated from non-renewable energy sources. This dependency puts Vermont at considerable risk, as the peaking of world oil production, global financial instability, climate change, and other factors impact the state."
1fe18773-cb2e-4e82-a6ac-ae4dca68f5aa,c4df0404-2ee6-4c38-8503-962e4a9ec050,data.cityofchicago.org,"Patrons may place holds on desired materials either online or by contacting any CPL location. The Chicago Public Library consists of the Harold Washington Library Center, Sulzer and Woodson regional libraries and over 75 neighborhood branches. Albany Park Branch closed 9/22/2012 for construction of a new branch expected to open in Fall 2014. Interim services had been provided in the Albany Park community. Many locations experience sporadic emergency closures due to heating or air conditioning issues, or area power outages."
1cd689ac-0f9a-4b08-bc67-7dd2c8b3c7e8,4fb0e2d7-79aa-4146-944e-ea4d640e4161,National Institute of Standards and Technology," Hourly observations of CO2 and CH4 from tower-based sites in the NIST Northeast Corridor network (currently 23, but more may be added in future updates); CO observations from one site. Data files are comma delimited (CSV). Measurements of each species may be from two or more different heights above ground. Site locations, heights, and other information is in a separate ascii (CSV) file (NEC_sites.csv). Data is currently reported for the years 2015-2019, with planned annual updates. An ASCII Readme file (NEC_Readme_10052020) is also posted, along with an Updates_10052020.txt file that includes information on updates.  Current update: Nov 11, 2020.See also associated publication (Karion et al., Earth System Science Data, 2020): https://doi.org/10.5194/essd-12-699-2020"
dc04022e-c84e-4e70-825e-cb6f6bc08bfe,445bdf94-d535-4d6d-ae8b-717279060167,National Institute of Standards and Technology,"Hourly observations of carbon dioxide (CO2) and methane (CH4) mole fractions in dry air from tower- and rooftop-based sites in the Los Angeles Megacity Carbon Project network (currently 11 stations, with a 12th to be added in 2021).  Carbon monoxide (CO) observations exist at several stations in this network but are not included in this data release pending additional calibration verification.  Please contact the authors for higher frequency data, which are available on request.  Data files are comma delimited (CSV).  Measurements of each species may be from two or more different heights above ground.  Site locations, heights, and other information are in a separate ASCII (CSV) file (LAM_sites.csv).  Data are currently reported for the years 2015-2019, with planned annual updates. An ASCII Readme file (LAM_Readme_2021) is also posted.  CO2 data are reported on the NOAA/WMO X2007 calibration scale. A full revision on the NOAA/WMO X2019 scale for CO2 is forthcoming, and will be linked here.  CH4 data are reported on the NOAA/WMO X2004A calibration scale.  The present revision contains no substantial changes from a prior release (R0) of these data for 2015 and 2016, formerly available at megacities.jpl.nasa.gov, other than minor revisions to concentrations from updated calibrations of standards and the addition of an uncertainty. Current update: May 3, 2021."
bb7c3e41-9e64-4ca4-8382-0b5ba59dc411,d0144dbb-99e7-477e-8b9d-9e4f4dca7fba,California Office of Statewide Health Planning & Development,"This dataset contains annual ambulatory surgery summary data based upon the Patient’s County of Residence.  The summary data includes discharge disposition, expected payer, sex, and race group.  Physician-owned ambulatory surgery clinics do not report their data to OSHPD and, therefore, are not included in the frequencies."
a7ef1ebc-55ad-40cd-9ee3-b8082c5ecd3e,c1344020-c4e3-4240-96cf-851bdaff5d62,Data Driven Detroit,"Ratio of Income to Poverty Level, B17024. 5yr ACS 2007-11, By Tract, State of Michigan. Table joined to 2010 TiGER census tracts."
c3259eb8-01d2-4fce-bffd-368798ca5e4d,fc0b8cce-9ee5-4a3a-a2ea-72261e69c927,data.ct.gov,Connecticut real estate conveyance tax data by fiscal year and municipality
4c9b43dc-6550-4fe6-b96a-52adf1c713e8,55594d64-009a-4069-8bc6-2092ff0551f9,Millennium Challenge Corporation,Data used to assess country performance for MCC's selection process in FY 2021.
cfb1cc93-cf9d-4153-ae1c-d54b70671e1f,c594db05-0446-41c9-b45c-5ff711db81c8,data.oregon.gov,"Oregon hospitals report facility-wide MRSA BSIs as part of Oregon’s mandatory healthcare-associated infections reporting program. For information regarding standardized infection ratio baselines, please see https://www.cdc.gov/nhsn/2015rebaseline/index.html"
0184ad7c-f710-4044-a37f-301241fcc560,072224b6-5599-4617-bf12-91c36f28cc43,data.ny.gov,"This data set includes capital project appropriations and reappropriations as they relate to the FY 2018 Executive Budget, as amended"
810fb1ca-e4ac-47c9-acae-63361b72bc7b,7c8f6cd9-620c-4ed7-956f-40229f7f14d3,"National Oceanic and Atmospheric Administration, Department of Commerce","This archived Paleoclimatology Study is available from the NOAA National Centers for Environmental Information (NCEI), under the World Data Service (WDS) for Paleoclimatology. The associated NCEI study type is Lake. The data include parameters of climate reconstructions|lake levels|paleolimnology with a geographic location of Massachusetts, United States Of America. The time period coverage is from 15205 to -59 in calendar years before present (BP). See metadata information for parameter and study location details. Please cite this study when using the data."
aab5e9cd-0252-4766-872b-a6dda3013d99,f98a3e71-428e-4d58-9353-75ebe72a8d76,data.sfgov.org,"LEED certification is required for all municipal construction projects that are at least 10,000 square feet. This is a list of LEED certified projects owned and operated by the City and County of San Francisco. Data includes: Project name, Gross Area, Rating system and version; Level and date of certification; Project address."
62170372-4a89-475d-9620-ea0b4d29d045,7cb56222-358d-4b1c-99c4-9561ffa61ddf,California Department of Fish and Wildlife,This dataset provides basic California Natural Diversity Database (CNDDB) information at the California county level.
e1f6d5ae-9076-4dd5-9225-6211bed173c1,c453927c-ba35-4673-9697-811d663c0120,Windham Regional Commission,"<div style='text-align:Left;'><div><div><p><span>Zoning districts, Wilmington, Vermont. Adopted July 20, 2016. Overlay districts are in separate files.</span></p></div></div></div>"
